Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	933b88ad-fadf-4e1e-9bac-638447db40d2
Plate Name	m_func-IRF_TMRE_P2
Measurement	Measurement 1
Evaluation	Evaluation3

[Data]
Row	Column	Plane	Timepoint	modified_spots_chanel_3 - Total Spot Area - Mean per Well	modified_spots_chanel_3 - Relative Spot Intensity - Mean per Well	modified_spots_chanel_3 - Number of Spots - Mean per Well	modified_spots_chanel_3 - Number of Spots per Area of modified_spots_chanel_3 - Mean per Well	spots_chanel_3_final - Number of Objects	spots_chanel_3_final - Relative Spot Intensity - Mean per Well	spots_chanel_3_final - Corrected Spot Intensity - Mean per Well	spots_chanel_3_final - Uncorrected Spot Peak Intensity - Mean per Well	spots_chanel_3_final - Spot Contrast - Mean per Well	spots_chanel_3_final - Spot Background Intensity - Mean per Well	spots_chanel_3_final - Spot Area [px²] - Mean per Well	spots_chanel_3_final - Region Intensity - Mean per Well	spots_chanel_3_final - Spot to Region Intensity - Mean per Well	ir_chanel_3_at - Number of Objects	ir_chanel_3_at - Number of modified_ir_chanel_3_at - Mean per Well	ir_chanel_3_at - Intensity ir_chanel_3_at chanel_3 Mean - Mean per Well	all_cells - Number of Objects	all_cells - chanel_3 Gabor Max 2 px w2 - Mean per Well	all_cells - chanel_3 SER Spot 1 px - Mean per Well	all_cells - chanel_3 SER Hole 1 px - Mean per Well	all_cells - chanel_3 SER Ridge 1 px - Mean per Well	all_cells - chanel_3 SER Valley 1 px - Mean per Well	all_cells - chanel_3_intensity Mean - Mean per Well	all_cells - chanel_3_intensity Sum - Sum per Well	all_cells - chanel_2 Area [µm²] - Mean per Well	all_cells - chanel_2 Roundness - Mean per Well	all_cells - chanel_2 Width [µm] - Mean per Well	all_cells - chanel_2 Length [µm] - Mean per Well	all_cells - chanel_1 Area [µm²] - Mean per Well	all_cells - chanel_1 Roundness - Mean per Well	all_cells - chanel_1 Width [µm] - Mean per Well	all_cells - chanel_1 Length [µm] - Mean per Well	all_cells - chanel_2_intensity Mean - Mean per Well	all_cells - chanel_1_intensity Mean - Mean per Well	chan3_intensitymean_div_chan2area	spotschan3_intensitymean_div_chan2area	Number of Analyzed Fields	Global Image Binning	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	cell_type	cell_id	compound	concentration	cell_count	
2	2	1	0	335.94478744	0.5304412824	28.7152937026	0.122748975813	162787	0.81760125445	90.927124545	190.514580403	0.794918895915	13.8202496036	11.6991590238	125.222109121	0.850934712406	145482	1.2716487263	40.4182205998	395	0.184366971584	0.0397632315408	0.106255906123	0.0726018513355	0.510348828983	23.1758358195	300439296	2125.21681321	0.387805475058	28.8857025535	88.4551696375	179.333072737	0.790861963984	11.1456814992	18.5504725725	29.4095130844	177.453399172	0.0109051630288	0.0427848697506	32	4	0	0	0	37	-1	5	hc	38	none	0	2000	
2	3	1	0	248.695688089	0.544298660785	25.3434660499	0.147405345176	153404	0.80075058097	65.3160312519	138.214502229	0.775475893295	12.428136603	9.813010091	88.3924719139	0.893814940183	159223	0.918604724192	41.0631862715	331	0.201709183128	0.0445083004062	0.105974374	0.0728721983857	0.469560314231	16.635378743	164843380.5	1922.9626967	0.366233767778	25.8801116238	91.8047098091	167.710099997	0.757360129386	10.5578598471	18.357223048	32.4159855746	167.837136765	0.0086509107907	0.0339663537749	32	4	0	0	0	37	-1	5	hc	38	none	0	2000	
2	4	1	0	278.369467367	0.5309253151	26.8690922731	0.139791130039	143266	0.806395184912	71.608763334	152.081558081	0.783139197752	12.8202924759	10.3602110759	97.3949158658	0.881357107215	143738	1.02267319707	41.5164554788	303	0.200159350624	0.0448356987833	0.109167384821	0.0737276304217	0.478538984039	18.2403204963	173390965.5	2000.20252419	0.38711160571	27.2746146073	90.5033934658	176.599889955	0.758660433849	10.9089385593	18.4045628102	35.0775020814	166.478760257	0.00911923681513	0.0358007564074	32	4	0	0	0	37	-1	5	hc	38	none	0	2000	
2	5	1	0	186.765115427	0.51412041654	21.8057896665	0.163073414308	119016	0.789814814262	57.0252175806	121.555416919	0.761077972291	11.7040768984	8.56493244606	76.8540112571	0.907790970167	149083	0.637336248935	40.1391410652	278	0.212436059073	0.0468086117749	0.0995507921161	0.0696256739965	0.421539077756	12.3421317054	103262382	1927.88700625	0.392235897035	26.4190975492	91.5330722001	172.100118652	0.724895147941	10.6848434335	18.379873359	36.7958744912	124.734986213	0.00640189578817	0.0295791285463	32	4	0	0	0	37	0	5	hc	38	none	0	2000	
2	6	1	0	185.058239941	0.474572162823	21.2608855411	0.159491543213	115723	0.789976960887	56.7316214043	120.860602473	0.761355562914	11.6974303369	8.7041642543	76.8421296026	0.904495092202	152129	0.623917859185	39.0101156483	321	0.222669010343	0.047147295312	0.0949900008133	0.0697054119709	0.380510054217	11.3113766057	108563282.5	1872.25329827	0.386479371226	26.2146626246	89.7338370961	171.306881813	0.740160135843	10.7146225188	18.2690868866	36.6264003574	137.013779483	0.00604158455274	0.0303012532848	32	4	0	0	0	37	0	5	hc	38	none	0	2000	
2	7	1	0	130.92120579	0.51598525362	17.6160274586	0.182193166503	118045	0.777397932461	49.6936081924	105.205637681	0.743566581854	11.0701113031	7.43193697319	67.4649363963	0.917176252205	172309	0.428132018641	38.0528819154	318	0.228814019699	0.0476733415482	0.0889030198608	0.0673310115145	0.363943425066	8.84155374679	86349147	1937.66800413	0.38337548809	26.4140520124	90.4143671795	178.032477608	0.720904648727	10.8802253275	18.7170329866	36.2879349094	115.787684834	0.00456298691415	0.0256460900869	32	4	0	0	0	37	0	5	hc	38	none	0	2000	
2	8	1	0	152.90771297	0.493670816995	19.5792402149	0.175010899489	102047	0.779776317622	50.6877399428	107.527546131	0.746792435137	11.1878428806	7.80968573304	69.3540152918	0.907081505782	146132	0.474420387047	37.9514970013	310	0.232682204145	0.0485926965324	0.0913437319597	0.0691187709121	0.361057471379	9.26553726197	79443476.5	1759.40576466	0.395120701009	25.1415176724	89.3309929138	170.317555325	0.729693269137	10.7003284817	18.2577355749	41.413430249	127.266735634	0.00526628788427	0.0288095793255	32	4	0	0	0	37	-1	5	hc	38	none	0	2000	
2	9	1	0	119.057132393	0.505771443263	17.1073063541	0.189171846614	93423	0.769650444492	46.2758661712	97.2941406292	0.732149398199	10.7720989175	6.95943183156	63.958163382	0.915201659543	144256	0.348117236025	36.7989459309	291	0.237019635981	0.0482881087374	0.0832210955314	0.0662492270098	0.330925568435	7.44274880287	62972682	1844.84977535	0.393917903086	25.8191614176	92.1551747582	176.742983914	0.691911676505	10.7014210254	18.6966382997	40.3487172523	98.6448936478	0.00403433867751	0.0250838126712	32	4	0	0	0	37	0	5	hc	38	none	0	2000	
2	10	1	0	102.111954688	0.516948120258	15.0226560617	0.193573345391	124658	0.770669267818	46.2294927088	96.981000016	0.733283914151	10.7193244333	6.79719713135	63.5059170416	0.917516887345	195248	0.336874129312	36.8503371906	400	0.241666557803	0.0492415234262	0.0848167601798	0.0674080793543	0.341068953165	7.23613012188	83324242.5	1796.73205304	0.39888187327	25.7599916441	88.0708387308	177.134568481	0.70619106222	10.8395097726	18.5364806505	40.0528791666	104.740463612	0.00402738411086	0.0257297645638	32	4	0	0	0	37	0	5	hc	38	none	0	2000	
2	11	1	0	81.6813048934	0.536002832316	12.9473023839	0.20462469668	113509	0.762240746714	42.6324695003	88.6256376146	0.721188408272	10.4728212838	6.30875084795	59.507422671	0.920046415728	182439	0.274387603528	35.8037961919	410	0.243378586384	0.0484969768925	0.078196366302	0.065175648001	0.323545795985	5.80163707626	72152881	1836.54800001	0.407383777439	26.4625187919	87.6972789988	173.194976137	0.694774978754	10.7460512027	18.4722435974	40.2887184537	95.8346638364	0.00315899016865	0.0232133706825	32	4	0	0	0	37	0	5	hc	38	none	0	2000	
