,plate_id,Fibroblast_id,cell_culture,well,time,Interval,OCR,cell_n,Treat,Sample_Name,type,time_real
585,plate_2,1235,1235_plate_2,G7,9,Int3,97.26,29784.54467,FCCP,1235_plate_2_G7,PC2,53.3
586,plate_2,1235,1235_plate_2,G7,10,Int4,22.47,29784.54467,ROTENONE,1235_plate_2_G7,PC2,59.87
587,plate_2,1235,1235_plate_2,G7,11,Int4,24.43,29784.54467,ROTENONE,1235_plate_2_G7,PC2,66.34
588,plate_2,1235,1235_plate_2,G7,12,Int4,24.43,29784.54467,ROTENONE,1235_plate_2_G7,PC2,72.8
589,plate_2,498_galactose,498_galactose_plate_2,G8,1,Int1,147.58,42840.85233,Initial,498_galactose_plate_2_G8,PC2,1.31
590,plate_2,498_galactose,498_galactose_plate_2,G8,2,Int1,141.23,42840.85233,Initial,498_galactose_plate_2_G8,PC2,7.82
591,plate_2,498_galactose,498_galactose_plate_2,G8,3,Int1,140.37,42840.85233,Initial,498_galactose_plate_2_G8,PC2,14.29
592,plate_2,498_galactose,498_galactose_plate_2,G8,4,Int2,80.03,42840.85233,OLIGOMYCIN,498_galactose_plate_2_G8,PC2,20.84
593,plate_2,498_galactose,498_galactose_plate_2,G8,5,Int2,79.92,42840.85233,OLIGOMYCIN,498_galactose_plate_2_G8,PC2,27.31
594,plate_2,498_galactose,498_galactose_plate_2,G8,6,Int2,79.26,42840.85233,OLIGOMYCIN,498_galactose_plate_2_G8,PC2,33.78
595,plate_2,498_galactose,498_galactose_plate_2,G8,7,Int3,135.45,42840.85233,FCCP,498_galactose_plate_2_G8,PC2,40.32
596,plate_2,498_galactose,498_galactose_plate_2,G8,8,Int3,158.55,42840.85233,FCCP,498_galactose_plate_2_G8,PC2,46.81
597,plate_2,498_galactose,498_galactose_plate_2,G8,9,Int3,168.27,42840.85233,FCCP,498_galactose_plate_2_G8,PC2,53.3
598,plate_2,498_galactose,498_galactose_plate_2,G8,10,Int4,46.68,42840.85233,ROTENONE,498_galactose_plate_2_G8,PC2,59.87
599,plate_2,498_galactose,498_galactose_plate_2,G8,11,Int4,49.74,42840.85233,ROTENONE,498_galactose_plate_2_G8,PC2,66.34
600,plate_2,498_galactose,498_galactose_plate_2,G8,12,Int4,50.79,42840.85233,ROTENONE,498_galactose_plate_2_G8,PC2,72.8
601,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,1,Int1,63.75,42036.56233,Initial,498_mitoQ_plate_2_G9,PC2,1.31
602,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,2,Int1,60.83,42036.56233,Initial,498_mitoQ_plate_2_G9,PC2,7.82
603,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,3,Int1,59.67,42036.56233,Initial,498_mitoQ_plate_2_G9,PC2,14.29
604,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,4,Int2,45.8,42036.56233,OLIGOMYCIN,498_mitoQ_plate_2_G9,PC2,20.84
605,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,5,Int2,45.44,42036.56233,OLIGOMYCIN,498_mitoQ_plate_2_G9,PC2,27.31
606,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,6,Int2,45.32,42036.56233,OLIGOMYCIN,498_mitoQ_plate_2_G9,PC2,33.78
607,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,7,Int3,59.34,42036.56233,FCCP,498_mitoQ_plate_2_G9,PC2,40.32
608,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,8,Int3,54.8,42036.56233,FCCP,498_mitoQ_plate_2_G9,PC2,46.81
609,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,9,Int3,47.65,42036.56233,FCCP,498_mitoQ_plate_2_G9,PC2,53.3
610,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,10,Int4,25.5,42036.56233,ROTENONE,498_mitoQ_plate_2_G9,PC2,59.87
611,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,11,Int4,26.73,42036.56233,ROTENONE,498_mitoQ_plate_2_G9,PC2,66.34
612,plate_2,498_mitoQ,498_mitoQ_plate_2,G9,12,Int4,26.79,42036.56233,ROTENONE,498_mitoQ_plate_2_G9,PC2,72.8
613,plate_2,1244,1244_plate_2,G11,1,Int1,62.92,27425.294,Initial,1244_plate_2_G11,PC2,1.31
614,plate_2,1244,1244_plate_2,G11,2,Int1,57.53,27425.294,Initial,1244_plate_2_G11,PC2,7.82
615,plate_2,1244,1244_plate_2,G11,3,Int1,56.7,27425.294,Initial,1244_plate_2_G11,PC2,14.29
616,plate_2,1244,1244_plate_2,G11,4,Int2,25.83,27425.294,OLIGOMYCIN,1244_plate_2_G11,PC2,20.84
617,plate_2,1244,1244_plate_2,G11,5,Int2,26.63,27425.294,OLIGOMYCIN,1244_plate_2_G11,PC2,27.31
618,plate_2,1244,1244_plate_2,G11,6,Int2,28.36,27425.294,OLIGOMYCIN,1244_plate_2_G11,PC2,33.78
619,plate_2,1244,1244_plate_2,G11,7,Int3,50.18,27425.294,FCCP,1244_plate_2_G11,PC2,40.32
620,plate_2,1244,1244_plate_2,G11,8,Int3,49.13,27425.294,FCCP,1244_plate_2_G11,PC2,46.81
621,plate_2,1244,1244_plate_2,G11,9,Int3,48.77,27425.294,FCCP,1244_plate_2_G11,PC2,53.3
622,plate_2,1244,1244_plate_2,G11,10,Int4,12.81,27425.294,ROTENONE,1244_plate_2_G11,PC2,59.87
623,plate_2,1244,1244_plate_2,G11,11,Int4,14.29,27425.294,ROTENONE,1244_plate_2_G11,PC2,66.34
624,plate_2,1244,1244_plate_2,G11,12,Int4,13.87,27425.294,ROTENONE,1244_plate_2_G11,PC2,72.8
